"pno","pname","pcontent","pexpire","pprice","ppic","pdiv"
50,[베이징 5일]시크릿 특가!이화원/천단/천안문광장/명십왕릉_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><br />
<strong>중국에서 가장 보존이 잘되어 있는 정원공원이자 서태후의 여름 별장 이화원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/ehwawon.png"" style=""height:540px; width:800px"" /></strong></h3>

<h3><br />
<strong>옛 황제들이 신을 향해 제사를 드렸던 곳, 유네스코 문화유산 지정!, 천단 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chundan.jpg"" style=""height:525px; width:800px"" /></strong></h3>

<h3><strong>중국의 상징이자 랜드마크인 중화 민주화 운동의 상징 천안문광장</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chunanmoon.jpg"" style=""height:503px; width:800px"" /></strong></h3>

<h3><br />
<strong>중국 고대 황제들과 영웅들이 잠들어 있는 곳, 명십 왕릉</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/myungship.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-14",192580000,/2020/05/15/771ac0db-e94e-456e-825a-819d25805a48_ewhawon.png,0
51,[베이징 일]시크릿 특가!징산공원/베이하이/옹화궁/원명원/고루종루/베이징동물원_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><br />
<strong>옛 원나라 황궁의 위엄, 징산 공원&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/zingsan.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>10세기에 지어진 황실의 정원, 베이하이 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beyhi.jpg"" style=""height:478px; width:800px"" /></strong></h3>

<h3><strong>사원, 불교, 대왕 판다, 수도원 및 건축, 옹화궁</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/yongwha.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>청나라 시대의 이궁, 원명원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/wonmyung.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><br />
<strong>시간을 알리기 위해 사용된 곳, 고루와 종루</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/goru.jpg"" style=""height:444px; width:800px"" /></strong></h3>

<h3><strong>매년 6백만명 이상의 관광이 찾는 베이징 동물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beijing.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-14",314860000,/2020/05/15/68a06bc6-a532-4088-adf4-15e73502bcb0_beijing.jpg,0
52,[베이징 3일]시크릿 특가!정양문/국가박물관_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><br />
<strong>중국의 명승고적, 정양문&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jyungyang.jpg"" style=""height:572px; width:800px"" /></strong></h3>

<h3><strong>중국 첫 현대 국립 박물관, 국가 박물관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/national.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<p>&nbsp;</p>
","2020-04-15",59750000,/2020/05/15/d8acf0aa-7b59-443f-a1c3-21cca1af6637_national.jpg,0
53,[베이징 5일]시크릿 특가!798예술구/거용관/스차하이/공왕부_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><br />
<strong>중국의 신예 예술가들의 혼이 깃들어 있는 베이징의 소호 거리 798예술구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/789.jpg"" style=""height:599px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>만리장성에 설치된 관문이자 요새, 거용관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/geoyong.jpg"" style=""height:417px; width:800px"" /></strong></h3>

<h3><strong>베이징의 역사적 장소, 스차하이</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chahai.jpg"" style=""height:602px; width:800px"" /></strong></h3>

<h3><br />
<strong>청나라 공칭왕부, 공왕부</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/gongwangbu.jpg"" style=""height:602px; width:800px"" /></strong></h3>

<p>&nbsp;</p>
","2020-04-15",192430000,/2020/05/15/281cec03-52bd-41b9-9457-f1c8489c1951_geoyong.jpg,0
54,[베이징 7일]시크릿 특가!세계공원/오페라극장/환러구/태묘/루거우차오/인민대회당_바로 출발!,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>공원 및 사적, 베이징 세계공원</strong></h3>

<h3><br />
<strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/saekyaepark.jpg"" style=""height:534px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><br />
<strong>샤를 드골 공항 설계자가 건축한 북경 오페라 하우스</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/opera.jpg"" style=""height:531px; width:800px"" /></strong></h3>

<h3><strong>놀이공원, 롤러코스터, 베이징 환러구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/hwanreohu.png"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>건축, 사원, 미술관, 예술 및 역사, 태묘<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/teamyo.jpg"" style=""height:600px; width:800px"" /></strong></h3>

<h3><strong>역사 및 강, 루거우차오<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/lugeouchao.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>건축, 음악회, 박물관 및 연극, 인민대회당</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/inmin.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<p>&nbsp;</p>
","2020-04-15",315390000,/2020/05/15/da62f400-ebbe-47e0-a855-2a448651c76c_hwanreohu.png,0
55,[베이징 3일]시크릿 특가!수도박물관/베이징식물원_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>대형 박물관, 수도 박물관&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/sudo.jpg"" style=""height:514px; width:800px"" /></strong></h3>

<h3><strong>식물원에 가고 싶다면, 베이징 식물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/botanical.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-16",59830000,/2020/05/15/928e7a60-4e5e-44ce-9d42-436b36a38b8d_botanical.jpg,0
56,[베이징 5일]시크릿 특가!골동품시장/올림픽공원/호우하이/일단공원_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>중국 골동품은 어디? 판자위엔 골동품 시장<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/panzawuen.jpg"" style=""height:534px; width:800px"" /></strong></h3>

<h3><strong>베이징 올림픽을 느끼고 싶다면, 베이징 올림픽 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/olympic.jpg"" style=""height:490px; width:800px"" /></strong></h3>

<h3><strong>아이스 스케이팅, 공원 및 밤문화, 호우하이</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/houhai.jpg"" style=""height:512px; width:800px"" /></strong></h3>

<h3><strong>베이징 도심 속 산책, 일단 공원<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/ildanPark.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-16",192230000,/2020/05/15/4b360aab-76e1-4765-9dd0-0dd886f3787d_ildanPark.jpg,0
57,[베이징 7일]시크릿 특가!만리장성/자금성/이화원/천단/천안문광장/명십왕릉_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><br />
<strong>유네스코 지정 세계 문화유산으로 지정된 중국의 황실 궁전 자금성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jaguem.png"" style=""height:532px; width:800px"" /></strong></h3>

<h3><strong>중국 최고의 건축물이자, 세계 문화유산인 만리장성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/manri.jpg"" style=""height:387px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>중국에서 가장 보존이 잘되어 있는 정원공원이자 서태후의 여름 별장 이화원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/ehwawon.png"" style=""height:540px; width:800px"" /></strong></h3>

<h3><strong>옛 황제들이 신을 향해 제사를 드렸던 곳, 유네스코 문화유산 지정!, 천단 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chundan.jpg"" style=""height:525px; width:800px"" /><br />
중국의 상징이자 랜드마크인 중화 민주화 운동의 상징 천안문광장</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chunanmoon.jpg"" style=""height:503px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>중국 고대 황제들과 영웅들이 잠들어 있는 곳, 명십 왕릉</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/myungship.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-16",315590000,/2020/05/15/4ae2c30c-81db-4bef-86ba-82910b548584_myungship.jpg,0
58,[베이징 3일]시크릿 특가!징산공원/베이하이_바로 출발,"<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3>&nbsp;</h3>

<h3><br />
<strong>옛 원나라 황궁의 위엄, 징산 공원&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/zingsan.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>10세기에 지어진 황실의 정원, 베이하이 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beyhi.jpg"" style=""height:478px; width:800px"" /></strong></h3>
","2020-04-17",59700000,/2020/05/15/d8a8ae6d-3a5f-4b19-a723-66fd59e6651d_zingsan.jpg,0
59,[베이징 5일]시크릿 특가!옹화궁/원명원/고루종루/베이징동물원_바로 출발,"<p>&nbsp;</p>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>사원, 불교, 대왕 판다, 수도원 및 건축, 옹화궁</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/yongwha.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>청나라 시대의 이궁, 원명원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/wonmyung.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>매년 6백만명 이상의 관광객이 찾는 베이징 동물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beijing.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>시간을 알리기 위해 사용된 곳, 고루와 종루</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/goru.jpg"" style=""height:444px; width:800px"" /></strong></h3>
","2020-04-17",192380000,/2020/05/15/54e60c06-54aa-484a-9b3f-e80409eb1a53_goru.jpg,0
60,[베이징 7일]시크릿 특가!정양문/중국국가박물관/798예술구/거용관/스차하이/공왕부_바로 출발,"<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>중국의 명승고적, 정양문&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jyungyang.jpg"" style=""height:572px; width:800px"" /></strong></h3>

<h3><br />
<strong>중국의 신예 예술가들의 혼이 깃들어 있는 베이징의 소호 거리 798예술구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/789.jpg"" style=""height:599px; width:800px"" /><br />
중국 첫 현대 국립 박물관, 국가 박물관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/national.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>만리장성에 설치된 관문이자 요새, 거용관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/geoyong.jpg"" style=""height:417px; width:800px"" /></strong></h3>

<h3><strong>베이징의 역사적 장소, 스차하이</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chahai.jpg"" style=""height:602px; width:800px"" /></strong></h3>

<h3><br />
<strong>청나라 공칭왕부, 공왕부</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/gongwangbu.jpg"" style=""height:602px; width:800px"" /></strong></h3>
","2020-04-17",314860000,/2020/05/15/6874427c-9054-4f12-95bf-71b743d1a70b_789.jpg,0
61,[베이징 3일]시크릿 특가!세계공원/오페라극장_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>공원 및 사적, 베이징 세계공원</strong></h3>

<h3><br />
<strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/saekyaepark.jpg"" style=""height:534px; width:800px"" /></strong></h3>

<h3><br />
<strong>샤를 드골 공항 설계자가 건축한 북경 오페라 하우스</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/opera.jpg"" style=""height:531px; width:800px"" /></strong></h3>
","2020-04-18",59900000,/2020/05/15/1870556b-ab0a-4316-b791-ff622a5c2fd2_opera.jpg,0
62,[베이징 5일]시크릿 특가!환러구/태묘/루거우차오/인민대회당_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>놀이공원, 롤러코스터, 베이징 환러구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/hwanreohu.png"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>건축, 사원, 미술관, 예술 및 역사, 태묘<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/teamyo.jpg"" style=""height:600px; width:800px"" /></strong></h3>

<h3><strong>역사 및 강, 루거우차오<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/lugeouchao.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>건축, 음악회, 박물관 및 연극, 인민대회당</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/inmin.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-18",192780000,/2020/05/15/be167fbe-48ee-4e01-980a-9aa463321c5c_lugeouchao.jpg,0
63,[베이징 7일]시크릿 특가!수도박물관/베이징식물원/골동품시장/올림픽공원/호우하이/일단공원_바로 출발!,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>대형 박물관, 수도 박물관&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/sudo.jpg"" style=""height:514px; width:800px"" /></strong></h3>

<h3><strong>식물원에 가고 싶다면, 베이징 식물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/botanical.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>중국 골동품은 어디? 판자위엔 골동품 시장<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/panzawuen.jpg"" style=""height:534px; width:800px"" /></strong></h3>

<h3><strong>베이징 올림픽을 느끼고 싶다면, 베이징 올림픽 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/olympic.jpg"" style=""height:490px; width:800px"" /></strong></h3>

<h3><strong>아이스 스케이팅, 공원 및 밤문화, 호우하이</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/houhai.jpg"" style=""height:512px; width:800px"" /></strong></h3>

<h3><strong>베이징 도심 속 산책, 일단 공원<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/ildanPark.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<p>&nbsp;</p>

<p>&nbsp;</p>
","2020-04-18",314740000,/2020/05/15/ed406160-710b-47d2-af1f-0600d4b92b84_botanical.jpg,0
64,[베이징 3일]시크릿 특가!만리장성/자금성_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>유네스코 지정 세계 문화유산으로 지정된 중국의 황실 궁전 자금성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jaguem.png"" style=""height:532px; width:800px"" /></strong></h3>

<h3><strong>중국 최고의 건축물이자, 세계 문화유산인 만리장성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/manri.jpg"" style=""height:387px; width:800px"" /></strong></h3>
","2020-04-19",60300000,/2020/05/15/d083ba78-4e9a-4354-93e7-65c638ef7ee3_manri2.jpg,0
65,[베이징 5일]시크릿 특가!이화원/천단/천안문광장/명십왕릉_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>중국에서 가장 보존이 잘되어 있는 정원공원이자 서태후의 여름 별장 이화원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/ehwawon.png"" style=""height:540px; width:800px"" /></strong></h3>

<h3><strong>옛 황제들이 신을 향해 제사를 드렸던 곳, 유네스코 문화유산 지정!, 천단 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chundan.jpg"" style=""height:525px; width:800px"" /><br />
중국의 상징이자 랜드마크인 중화 민주화 운동의 상징 천안문광장</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chunanmoon.jpg"" style=""height:503px; width:800px"" /></strong></h3>

<h3><strong>중국 고대 황제들과 영웅들이 잠들어 있는 곳, 명십 왕릉</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/myungship.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-19",192580000,/2020/05/15/f5abc118-1d7b-49e7-a7e8-282e80b67df2_chunanmoon.jpg,0
66,[베이징 7일]시크릿 특가!징산공원/베이하이/옹화궁/원명원/고루종루/베이징동물원_지금 출발!,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>옛 원나라 황궁의 위엄, 징산 공원&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/zingsan.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>10세기에 지어진 황실의 정원, 베이하이 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beyhi.jpg"" style=""height:478px; width:800px"" /></strong></h3>

<h3><strong>사원, 불교, 대왕 판다, 수도원 및 건축, 옹화궁</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/yongwha.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>청나라 시대의 이궁, 원명원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/wonmyung.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>시간을 알리기 위해 사용된 곳, 고루와 종루</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/goru.jpg"" style=""height:444px; width:800px"" /></strong></h3>

<h3><strong>매년 6백만명 이상의 관광객이 찾는 베이징 동물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beijing.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-19",314860000,/2020/05/15/69d3ceba-0dee-4d37-9917-5df31d7157bd_beijing.jpg,0
67,[베이징 3일]시크릿 특가!정양문/국가박물관_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3>&nbsp;</h3>

<h3><strong>중국의 명승고적, 정양문&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jyungyang.jpg"" style=""height:572px; width:800px"" /></strong></h3>

<h3><strong>중국 첫 현대 국립 박물관, 국가 박물관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/national.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-20",59700000,/2020/05/15/0e3bd762-071d-4d7a-bacd-3f3807d88552_jyungyang.jpg,0
68,[베이징 5일]시크릿 특가!798예술구/거용관/스차하이/공왕부_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>중국의 신예 예술가들의 혼이 깃들어 있는 베이징의 소호 거리 798예술구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/789.jpg"" style=""height:599px; width:800px"" /></strong></h3>

<h3><strong>만리장성에 설치된 관문이자 요새, 거용관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/geoyong.jpg"" style=""height:417px; width:800px"" /></strong></h3>

<h3><strong>베이징의 역사적 장소, 스차하이</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chahai.jpg"" style=""height:602px; width:800px"" /></strong></h3>

<h3><br />
<strong>청나라 공칭왕부, 공왕부</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/gongwangbu.jpg"" style=""height:602px; width:800px"" /></strong></h3>
","2020-04-20",192380000,/2020/05/15/32e7a3c8-aad8-4c2d-8093-904f40ac3952_chahai.jpg,0
69,[베이징 7일]시크릿 특가!세계공원/오페라극장/환러구/태묘/루거우차오/인민대회당_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>공원 및 사적, 베이징 세계공원</strong></h3>

<h3><br />
<strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/saekyaepark.jpg"" style=""height:534px; width:800px"" /></strong></h3>

<h3><strong>샤를 드골 공항 설계자가 건축한 북경 오페라 하우스</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/opera.jpg"" style=""height:531px; width:800px"" /></strong></h3>

<h3><strong>놀이공원, 롤러코스터, 베이징 환러구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/hwanreohu.png"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>건축, 사원, 미술관, 예술 및 역사, 태묘<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/teamyo.jpg"" style=""height:600px; width:800px"" /></strong></h3>

<h3><strong>역사 및 강, 루거우차오<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/lugeouchao.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>건축, 음악회, 박물관 및 연극, 인민대회당</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/inmin.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-20",315460000,/2020/05/15/9a7531b3-2135-429a-8505-16765aff34ed_saekyaepark.jpg,0
